"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-16","1 day ahead inc death",2020-05-17,"Belgium","point",NA,73.684
"2020-05-16","2 day ahead inc death",2020-05-18,"Belgium","point",NA,69.461
"2020-05-16","3 day ahead inc death",2020-05-19,"Belgium","point",NA,65.872
"2020-05-16","4 day ahead inc death",2020-05-20,"Belgium","point",NA,63.017
"2020-05-16","5 day ahead inc death",2020-05-21,"Belgium","point",NA,59.95
"2020-05-16","6 day ahead inc death",2020-05-22,"Belgium","point",NA,57.592
"2020-05-16","7 day ahead inc death",2020-05-23,"Belgium","point",NA,55.827
"2020-05-16","8 day ahead inc death",2020-05-24,"Belgium","point",NA,53.306
"2020-05-16","9 day ahead inc death",2020-05-25,"Belgium","point",NA,50.583
"2020-05-16","10 day ahead inc death",2020-05-26,"Belgium","point",NA,47.618
"2020-05-16","11 day ahead inc death",2020-05-27,"Belgium","point",NA,44.485
"2020-05-16","12 day ahead inc death",2020-05-28,"Belgium","point",NA,41.178
"2020-05-16","13 day ahead inc death",2020-05-29,"Belgium","point",NA,38.649
"2020-05-16","14 day ahead inc death",2020-05-30,"Belgium","point",NA,36.611
"2020-05-16","15 day ahead inc death",2020-05-31,"Belgium","point",NA,35.298
"2020-05-16","16 day ahead inc death",2020-06-01,"Belgium","point",NA,33.774
"2020-05-16","17 day ahead inc death",2020-06-02,"Belgium","point",NA,32.478
"2020-05-16","18 day ahead inc death",2020-06-03,"Belgium","point",NA,30.777
"2020-05-16","19 day ahead inc death",2020-06-04,"Belgium","point",NA,29.159
"2020-05-16","20 day ahead inc death",2020-06-05,"Belgium","point",NA,27.294
"2020-05-16","21 day ahead inc death",2020-06-06,"Belgium","point",NA,25.69
"2020-05-16","22 day ahead inc death",2020-06-07,"Belgium","point",NA,23.839
"2020-05-16","23 day ahead inc death",2020-06-08,"Belgium","point",NA,22.201
"2020-05-16","24 day ahead inc death",2020-06-09,"Belgium","point",NA,20.798
"2020-05-16","25 day ahead inc death",2020-06-10,"Belgium","point",NA,19.87
"2020-05-16","26 day ahead inc death",2020-06-11,"Belgium","point",NA,18.296
"2020-05-16","27 day ahead inc death",2020-06-12,"Belgium","point",NA,17.592
"2020-05-16","28 day ahead inc death",2020-06-13,"Belgium","point",NA,15.972
"2020-05-16","1 day ahead inc death",2020-05-17,"Belgium","quantile",0.025,64
"2020-05-16","2 day ahead inc death",2020-05-18,"Belgium","quantile",0.025,59
"2020-05-16","3 day ahead inc death",2020-05-19,"Belgium","quantile",0.025,56
"2020-05-16","4 day ahead inc death",2020-05-20,"Belgium","quantile",0.025,53
"2020-05-16","5 day ahead inc death",2020-05-21,"Belgium","quantile",0.025,50
"2020-05-16","6 day ahead inc death",2020-05-22,"Belgium","quantile",0.025,48
"2020-05-16","7 day ahead inc death",2020-05-23,"Belgium","quantile",0.025,46
