"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-05-09","1 day ahead inc death",2020-05-10,"Belgium","point",NA,89.641
"2020-05-09","2 day ahead inc death",2020-05-11,"Belgium","point",NA,84.607
"2020-05-09","3 day ahead inc death",2020-05-12,"Belgium","point",NA,79.391
"2020-05-09","4 day ahead inc death",2020-05-13,"Belgium","point",NA,73.85
"2020-05-09","5 day ahead inc death",2020-05-14,"Belgium","point",NA,67.677
"2020-05-09","6 day ahead inc death",2020-05-15,"Belgium","point",NA,61.428
"2020-05-09","7 day ahead inc death",2020-05-16,"Belgium","point",NA,55.2
"2020-05-09","8 day ahead inc death",2020-05-17,"Belgium","point",NA,49.125
"2020-05-09","9 day ahead inc death",2020-05-18,"Belgium","point",NA,43.267
"2020-05-09","10 day ahead inc death",2020-05-19,"Belgium","point",NA,37.703
"2020-05-09","11 day ahead inc death",2020-05-20,"Belgium","point",NA,32.512
"2020-05-09","12 day ahead inc death",2020-05-21,"Belgium","point",NA,27.76
"2020-05-09","13 day ahead inc death",2020-05-22,"Belgium","point",NA,23.408
"2020-05-09","14 day ahead inc death",2020-05-23,"Belgium","point",NA,19.513
"2020-05-09","15 day ahead inc death",2020-05-24,"Belgium","point",NA,16.13
"2020-05-09","16 day ahead inc death",2020-05-25,"Belgium","point",NA,13.145
"2020-05-09","17 day ahead inc death",2020-05-26,"Belgium","point",NA,10.592
"2020-05-09","18 day ahead inc death",2020-05-27,"Belgium","point",NA,8.463
"2020-05-09","19 day ahead inc death",2020-05-28,"Belgium","point",NA,6.658
"2020-05-09","20 day ahead inc death",2020-05-29,"Belgium","point",NA,5.213
"2020-05-09","21 day ahead inc death",2020-05-30,"Belgium","point",NA,4.024
"2020-05-09","22 day ahead inc death",2020-05-31,"Belgium","point",NA,3.067
"2020-05-09","23 day ahead inc death",2020-06-01,"Belgium","point",NA,2.293
"2020-05-09","24 day ahead inc death",2020-06-02,"Belgium","point",NA,1.7
"2020-05-09","25 day ahead inc death",2020-06-03,"Belgium","point",NA,1.228
"2020-05-09","26 day ahead inc death",2020-06-04,"Belgium","point",NA,0.847
"2020-05-09","27 day ahead inc death",2020-06-05,"Belgium","point",NA,0.558
"2020-05-09","28 day ahead inc death",2020-06-06,"Belgium","point",NA,0.349
"2020-05-09","1 day ahead inc death",2020-05-10,"Belgium","quantile",0.025,12.975
"2020-05-09","2 day ahead inc death",2020-05-11,"Belgium","quantile",0.025,10
"2020-05-09","3 day ahead inc death",2020-05-12,"Belgium","quantile",0.025,8
"2020-05-09","4 day ahead inc death",2020-05-13,"Belgium","quantile",0.025,6
"2020-05-09","5 day ahead inc death",2020-05-14,"Belgium","quantile",0.025,6
"2020-05-09","6 day ahead inc death",2020-05-15,"Belgium","quantile",0.025,5
"2020-05-09","7 day ahead inc death",2020-05-16,"Belgium","quantile",0.025,5
"2020-05-09","8 day ahead inc death",2020-05-17,"Belgium","quantile",0.025,4
"2020-05-09","9 day ahead inc death",2020-05-18,"Belgium","quantile",0.025,4
"2020-05-09","10 day ahead inc death",2020-05-19,"Belgium","quantile",0.025,3
"2020-05-09","11 day ahead inc death",2020-05-20,"Belgium","quantile",0.025,3
"2020-05-09","12 day ahead inc death",2020-05-21,"Belgium","quantile",0.025,2
"2020-05-09","13 day ahead inc death",2020-05-22,"Belgium","quantile",0.025,2
"2020-05-09","14 day ahead inc death",2020-05-23,"Belgium","quantile",0.025,2
"2020-05-09","15 day ahead inc death",2020-05-24,"Belgium","quantile",0.025,1
"2020-05-09","16 day ahead inc death",2020-05-25,"Belgium","quantile",0.025,1
"2020-05-09","17 day ahead inc death",2020-05-26,"Belgium","quantile",0.025,1
"2020-05-09","18 day ahead inc death",2020-05-27,"Belgium","quantile",0.025,1
"2020-05-09","19 day ahead inc death",2020-05-28,"Belgium","quantile",0.025,1
"2020-05-09","20 day ahead inc death",2020-05-29,"Belgium","quantile",0.025,0
"2020-05-09","21 day ahead inc death",2020-05-30,"Belgium","quantile",0.025,0
"2020-05-09","22 day ahead inc death",2020-05-31,"Belgium","quantile",0.025,0
"2020-05-09","23 day ahead inc death",2020-06-01,"Belgium","quantile",0.025,0
"2020-05-09","24 day ahead inc death",2020-06-02,"Belgium","quantile",0.025,0
"2020-05-09","25 day ahead inc death",2020-06-03,"Belgium","quantile",0.025,0
"2020-05-09","26 day ahead inc death",2020-06-04,"Belgium","quantile",0.025,0
"2020-05-09","27 day ahead inc death",2020-06-05,"Belgium","quantile",0.025,0
"2020-05-09","28 day ahead inc death",2020-06-06,"Belgium","quantile",0.025,0
"2020-05-09","1 day ahead inc death",2020-05-10,"Belgium","quantile",0.975,336.025
"2020-05-09","2 day ahead inc death",2020-05-11,"Belgium","quantile",0.975,338.125
"2020-05-09","3 day ahead inc death",2020-05-12,"Belgium","quantile",0.975,337.225
"2020-05-09","4 day ahead inc death",2020-05-13,"Belgium","quantile",0.975,327.05
"2020-05-09","5 day ahead inc death",2020-05-14,"Belgium","quantile",0.975,300.05
"2020-05-09","6 day ahead inc death",2020-05-15,"Belgium","quantile",0.975,272.05
"2020-05-09","7 day ahead inc death",2020-05-16,"Belgium","quantile",0.975,244.075
"2020-05-09","8 day ahead inc death",2020-05-17,"Belgium","quantile",0.975,218.05
"2020-05-09","9 day ahead inc death",2020-05-18,"Belgium","quantile",0.975,192.05
"2020-05-09","10 day ahead inc death",2020-05-19,"Belgium","quantile",0.975,167.05
"2020-05-09","11 day ahead inc death",2020-05-20,"Belgium","quantile",0.975,145.025
"2020-05-09","12 day ahead inc death",2020-05-21,"Belgium","quantile",0.975,123.025
"2020-05-09","13 day ahead inc death",2020-05-22,"Belgium","quantile",0.975,104.025
"2020-05-09","14 day ahead inc death",2020-05-23,"Belgium","quantile",0.975,87.025
"2020-05-09","15 day ahead inc death",2020-05-24,"Belgium","quantile",0.975,72
"2020-05-09","16 day ahead inc death",2020-05-25,"Belgium","quantile",0.975,58.025
"2020-05-09","17 day ahead inc death",2020-05-26,"Belgium","quantile",0.975,47.025
"2020-05-09","18 day ahead inc death",2020-05-27,"Belgium","quantile",0.975,38
"2020-05-09","19 day ahead inc death",2020-05-28,"Belgium","quantile",0.975,30
"2020-05-09","20 day ahead inc death",2020-05-29,"Belgium","quantile",0.975,23
"2020-05-09","21 day ahead inc death",2020-05-30,"Belgium","quantile",0.975,18
"2020-05-09","22 day ahead inc death",2020-05-31,"Belgium","quantile",0.975,14
"2020-05-09","23 day ahead inc death",2020-06-01,"Belgium","quantile",0.975,10
"2020-05-09","24 day ahead inc death",2020-06-02,"Belgium","quantile",0.975,8
"2020-05-09","25 day ahead inc death",2020-06-03,"Belgium","quantile",0.975,6
"2020-05-09","26 day ahead inc death",2020-06-04,"Belgium","quantile",0.975,4
"2020-05-09","27 day ahead inc death",2020-06-05,"Belgium","quantile",0.975,3
"2020-05-09","28 day ahead inc death",2020-06-06,"Belgium","quantile",0.975,2
"2020-05-09","1 wk ahead inc death",2020-05-10,"Belgium","point",NA,511.794
"2020-05-09","2 wk ahead inc death",2020-05-17,"Belgium","point",NA,233.288
"2020-05-09","3 wk ahead inc death",2020-05-24,"Belgium","point",NA,64.225
"2020-05-09","4 wk ahead inc death",2020-05-31,"Belgium","point",NA,10.042
"2020-05-09","1 wk ahead inc death",2020-05-10,"Belgium","quantile",0.025,52.975
"2020-05-09","2 wk ahead inc death",2020-05-17,"Belgium","quantile",0.025,20
"2020-05-09","3 wk ahead inc death",2020-05-24,"Belgium","quantile",0.025,5
"2020-05-09","4 wk ahead inc death",2020-05-31,"Belgium","quantile",0.025,0
"2020-05-09","1 wk ahead inc death",2020-05-10,"Belgium","quantile",0.975,2154.6
"2020-05-09","2 wk ahead inc death",2020-05-17,"Belgium","quantile",0.975,1036.25
"2020-05-09","3 wk ahead inc death",2020-05-24,"Belgium","quantile",0.975,286.05
"2020-05-09","4 wk ahead inc death",2020-05-31,"Belgium","quantile",0.975,47
