"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-04-11","1 day ahead inc death",2020-04-12,"Belgium","point",NA,193.365
"2020-04-11","2 day ahead inc death",2020-04-13,"Belgium","point",NA,180.234
"2020-04-11","3 day ahead inc death",2020-04-14,"Belgium","point",NA,161.069
"2020-04-11","4 day ahead inc death",2020-04-15,"Belgium","point",NA,145.736
"2020-04-11","5 day ahead inc death",2020-04-16,"Belgium","point",NA,125.397
"2020-04-11","6 day ahead inc death",2020-04-17,"Belgium","point",NA,108.836
"2020-04-11","7 day ahead inc death",2020-04-18,"Belgium","point",NA,90.252
"2020-04-11","8 day ahead inc death",2020-04-19,"Belgium","point",NA,75.743
"2020-04-11","9 day ahead inc death",2020-04-20,"Belgium","point",NA,61.007
"2020-04-11","10 day ahead inc death",2020-04-21,"Belgium","point",NA,48.055
"2020-04-11","11 day ahead inc death",2020-04-22,"Belgium","point",NA,37.057
"2020-04-11","12 day ahead inc death",2020-04-23,"Belgium","point",NA,28.096
"2020-04-11","13 day ahead inc death",2020-04-24,"Belgium","point",NA,20.932
"2020-04-11","14 day ahead inc death",2020-04-25,"Belgium","point",NA,15.173
"2020-04-11","15 day ahead inc death",2020-04-26,"Belgium","point",NA,10.826
"2020-04-11","16 day ahead inc death",2020-04-27,"Belgium","point",NA,7.511
"2020-04-11","17 day ahead inc death",2020-04-28,"Belgium","point",NA,5.048
"2020-04-11","18 day ahead inc death",2020-04-29,"Belgium","point",NA,3.303
"2020-04-11","19 day ahead inc death",2020-04-30,"Belgium","point",NA,2.067
"2020-04-11","20 day ahead inc death",2020-05-01,"Belgium","point",NA,1.275
"2020-04-11","21 day ahead inc death",2020-05-02,"Belgium","point",NA,0.833
"2020-04-11","22 day ahead inc death",2020-05-03,"Belgium","point",NA,0.187
"2020-04-11","23 day ahead inc death",2020-05-04,"Belgium","point",NA,0
"2020-04-11","24 day ahead inc death",2020-05-05,"Belgium","point",NA,0
"2020-04-11","25 day ahead inc death",2020-05-06,"Belgium","point",NA,0
"2020-04-11","26 day ahead inc death",2020-05-07,"Belgium","point",NA,0
"2020-04-11","27 day ahead inc death",2020-05-08,"Belgium","point",NA,0
"2020-04-11","28 day ahead inc death",2020-05-09,"Belgium","point",NA,0
"2020-04-11","1 day ahead inc death",2020-04-12,"Belgium","quantile",0.025,76.975
"2020-04-11","2 day ahead inc death",2020-04-13,"Belgium","quantile",0.025,70.975
"2020-04-11","3 day ahead inc death",2020-04-14,"Belgium","quantile",0.025,64.975
"2020-04-11","4 day ahead inc death",2020-04-15,"Belgium","quantile",0.025,57.95
"2020-04-11","5 day ahead inc death",2020-04-16,"Belgium","quantile",0.025,52
"2020-04-11","6 day ahead inc death",2020-04-17,"Belgium","quantile",0.025,44
"2020-04-11","7 day ahead inc death",2020-04-18,"Belgium","quantile",0.025,34
"2020-04-11","8 day ahead inc death",2020-04-19,"Belgium","quantile",0.025,32.975
"2020-04-11","9 day ahead inc death",2020-04-20,"Belgium","quantile",0.025,25
"2020-04-11","10 day ahead inc death",2020-04-21,"Belgium","quantile",0.025,21.975
"2020-04-11","11 day ahead inc death",2020-04-22,"Belgium","quantile",0.025,16
"2020-04-11","12 day ahead inc death",2020-04-23,"Belgium","quantile",0.025,12
"2020-04-11","13 day ahead inc death",2020-04-24,"Belgium","quantile",0.025,9
