"forecast_date","target","target_end_date","location","type","quantile","value"
2020-04-11,"1 day ahead inc death",2020-04-12,"Belgium","point",NA,294.714285714286
2020-04-11,"2 day ahead inc death",2020-04-13,"Belgium","point",NA,294.714285714286
2020-04-11,"3 day ahead inc death",2020-04-14,"Belgium","point",NA,294.714285714286
2020-04-11,"4 day ahead inc death",2020-04-15,"Belgium","point",NA,294.714285714286
2020-04-11,"5 day ahead inc death",2020-04-16,"Belgium","point",NA,294.714285714286
2020-04-11,"6 day ahead inc death",2020-04-17,"Belgium","point",NA,294.714285714286
2020-04-11,"7 day ahead inc death",2020-04-18,"Belgium","point",NA,294.714285714286
2020-04-11,"8 day ahead inc death",2020-04-19,"Belgium","point",NA,294.714285714286
2020-04-11,"9 day ahead inc death",2020-04-20,"Belgium","point",NA,294.714285714286
2020-04-11,"10 day ahead inc death",2020-04-21,"Belgium","point",NA,294.714285714286
2020-04-11,"11 day ahead inc death",2020-04-22,"Belgium","point",NA,294.714285714286
2020-04-11,"12 day ahead inc death",2020-04-23,"Belgium","point",NA,294.714285714286
2020-04-11,"13 day ahead inc death",2020-04-24,"Belgium","point",NA,294.714285714286
2020-04-11,"14 day ahead inc death",2020-04-25,"Belgium","point",NA,294.714285714286
2020-04-11,"15 day ahead inc death",2020-04-26,"Belgium","point",NA,294.714285714286
2020-04-11,"16 day ahead inc death",2020-04-27,"Belgium","point",NA,294.714285714286
2020-04-11,"17 day ahead inc death",2020-04-28,"Belgium","point",NA,294.714285714286
2020-04-11,"18 day ahead inc death",2020-04-29,"Belgium","point",NA,294.714285714286
2020-04-11,"19 day ahead inc death",2020-04-30,"Belgium","point",NA,294.714285714286
2020-04-11,"20 day ahead inc death",2020-05-01,"Belgium","point",NA,294.714285714286
2020-04-11,"21 day ahead inc death",2020-05-02,"Belgium","point",NA,294.714285714286
2020-04-11,"22 day ahead inc death",2020-05-03,"Belgium","point",NA,294.714285714286
2020-04-11,"23 day ahead inc death",2020-05-04,"Belgium","point",NA,294.714285714286
2020-04-11,"24 day ahead inc death",2020-05-05,"Belgium","point",NA,294.714285714286
2020-04-11,"25 day ahead inc death",2020-05-06,"Belgium","point",NA,294.714285714286
