"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-04-13","1 day ahead inc death",2020-04-14,"Belgium","point",NA,380
"2020-04-13","2 day ahead inc death",2020-04-15,"Belgium","point",NA,378
"2020-04-13","3 day ahead inc death",2020-04-16,"Belgium","point",NA,372
"2020-04-13","4 day ahead inc death",2020-04-17,"Belgium","point",NA,361
"2020-04-13","5 day ahead inc death",2020-04-18,"Belgium","point",NA,346
"2020-04-13","6 day ahead inc death",2020-04-19,"Belgium","point",NA,329
"2020-04-13","7 day ahead inc death",2020-04-20,"Belgium","point",NA,310
"2020-04-13","8 day ahead inc death",2020-04-21,"Belgium","point",NA,291
"2020-04-13","9 day ahead inc death",2020-04-22,"Belgium","point",NA,271
"2020-04-13","10 day ahead inc death",2020-04-23,"Belgium","point",NA,252
"2020-04-13","11 day ahead inc death",2020-04-24,"Belgium","point",NA,233
"2020-04-13","12 day ahead inc death",2020-04-25,"Belgium","point",NA,216
"2020-04-13","13 day ahead inc death",2020-04-26,"Belgium","point",NA,199
"2020-04-13","14 day ahead inc death",2020-04-27,"Belgium","point",NA,184
"2020-04-13","15 day ahead inc death",2020-04-28,"Belgium","point",NA,169
"2020-04-13","16 day ahead inc death",2020-04-29,"Belgium","point",NA,156
"2020-04-13","17 day ahead inc death",2020-04-30,"Belgium","point",NA,143
"2020-04-13","18 day ahead inc death",2020-05-01,"Belgium","point",NA,132
"2020-04-13","19 day ahead inc death",2020-05-02,"Belgium","point",NA,121
"2020-04-13","20 day ahead inc death",2020-05-03,"Belgium","point",NA,112
"2020-04-13","21 day ahead inc death",2020-05-04,"Belgium","point",NA,103
"2020-04-13","22 day ahead inc death",2020-05-05,"Belgium","point",NA,95
"2020-04-13","23 day ahead inc death",2020-05-06,"Belgium","point",NA,87
"2020-04-13","24 day ahead inc death",2020-05-07,"Belgium","point",NA,80
"2020-04-13","25 day ahead inc death",2020-05-08,"Belgium","point",NA,74
"2020-04-13","26 day ahead inc death",2020-05-09,"Belgium","point",NA,68
"2020-04-13","27 day ahead inc death",2020-05-10,"Belgium","point",NA,63
"2020-04-13","28 day ahead inc death",2020-05-11,"Belgium","point",NA,58
"2020-04-13","1 day ahead inc death",2020-04-14,"Belgium","quantile",0.025,320
"2020-04-13","2 day ahead inc death",2020-04-15,"Belgium","quantile",0.025,313
"2020-04-13","3 day ahead inc death",2020-04-16,"Belgium","quantile",0.025,305
"2020-04-13","4 day ahead inc death",2020-04-17,"Belgium","quantile",0.025,293
"2020-04-13","5 day ahead inc death",2020-04-18,"Belgium","quantile",0.025,276
"2020-04-13","6 day ahead inc death",2020-04-19,"Belgium","quantile",0.025,259
"2020-04-13","7 day ahead inc death",2020-04-20,"Belgium","quantile",0.025,240
"2020-04-13","8 day ahead inc death",2020-04-21,"Belgium","quantile",0.025,218
"2020-04-13","9 day ahead inc death",2020-04-22,"Belgium","quantile",0.025,199
"2020-04-13","10 day ahead inc death",2020-04-23,"Belgium","quantile",0.025,180
"2020-04-13","11 day ahead inc death",2020-04-24,"Belgium","quantile",0.025,164
"2020-04-13","12 day ahead inc death",2020-04-25,"Belgium","quantile",0.025,149
"2020-04-13","13 day ahead inc death",2020-04-26,"Belgium","quantile",0.025,135
"2020-04-13","14 day ahead inc death",2020-04-27,"Belgium","quantile",0.025,123
"2020-04-13","15 day ahead inc death",2020-04-28,"Belgium","quantile",0.025,112
"2020-04-13","16 day ahead inc death",2020-04-29,"Belgium","quantile",0.025,102
"2020-04-13","17 day ahead inc death",2020-04-30,"Belgium","quantile",0.025,93
"2020-04-13","18 day ahead inc death",2020-05-01,"Belgium","quantile",0.025,85
"2020-04-13","19 day ahead inc death",2020-05-02,"Belgium","quantile",0.025,77
"2020-04-13","20 day ahead inc death",2020-05-03,"Belgium","quantile",0.025,71
"2020-04-13","21 day ahead inc death",2020-05-04,"Belgium","quantile",0.025,64
"2020-04-13","22 day ahead inc death",2020-05-05,"Belgium","quantile",0.025,59
"2020-04-13","23 day ahead inc death",2020-05-06,"Belgium","quantile",0.025,54
"2020-04-13","24 day ahead inc death",2020-05-07,"Belgium","quantile",0.025,49
"2020-04-13","25 day ahead inc death",2020-05-08,"Belgium","quantile",0.025,45
"2020-04-13","26 day ahead inc death",2020-05-09,"Belgium","quantile",0.025,41
"2020-04-13","27 day ahead inc death",2020-05-10,"Belgium","quantile",0.025,37
"2020-04-13","28 day ahead inc death",2020-05-11,"Belgium","quantile",0.025,34
"2020-04-13","1 day ahead inc death",2020-04-14,"Belgium","quantile",0.975,456
"2020-04-13","2 day ahead inc death",2020-04-15,"Belgium","quantile",0.975,452
"2020-04-13","3 day ahead inc death",2020-04-16,"Belgium","quantile",0.975,458
"2020-04-13","4 day ahead inc death",2020-04-17,"Belgium","quantile",0.975,448
"2020-04-13","5 day ahead inc death",2020-04-18,"Belgium","quantile",0.975,439
"2020-04-13","6 day ahead inc death",2020-04-19,"Belgium","quantile",0.975,424
"2020-04-13","7 day ahead inc death",2020-04-20,"Belgium","quantile",0.975,398
"2020-04-13","8 day ahead inc death",2020-04-21,"Belgium","quantile",0.975,382
"2020-04-13","9 day ahead inc death",2020-04-22,"Belgium","quantile",0.975,364
"2020-04-13","10 day ahead inc death",2020-04-23,"Belgium","quantile",0.975,345
"2020-04-13","11 day ahead inc death",2020-04-24,"Belgium","quantile",0.975,320
"2020-04-13","12 day ahead inc death",2020-04-25,"Belgium","quantile",0.975,303
"2020-04-13","13 day ahead inc death",2020-04-26,"Belgium","quantile",0.975,285
"2020-04-13","14 day ahead inc death",2020-04-27,"Belgium","quantile",0.975,263
"2020-04-13","15 day ahead inc death",2020-04-28,"Belgium","quantile",0.975,246
"2020-04-13","16 day ahead inc death",2020-04-29,"Belgium","quantile",0.975,230
"2020-04-13","17 day ahead inc death",2020-04-30,"Belgium","quantile",0.975,213
"2020-04-13","18 day ahead inc death",2020-05-01,"Belgium","quantile",0.975,197
"2020-04-13","19 day ahead inc death",2020-05-02,"Belgium","quantile",0.975,182
"2020-04-13","20 day ahead inc death",2020-05-03,"Belgium","quantile",0.975,167
"2020-04-13","21 day ahead inc death",2020-05-04,"Belgium","quantile",0.975,155
"2020-04-13","22 day ahead inc death",2020-05-05,"Belgium","quantile",0.975,143
"2020-04-13","23 day ahead inc death",2020-05-06,"Belgium","quantile",0.975,132
"2020-04-13","24 day ahead inc death",2020-05-07,"Belgium","quantile",0.975,122
"2020-04-13","25 day ahead inc death",2020-05-08,"Belgium","quantile",0.975,116
"2020-04-13","26 day ahead inc death",2020-05-09,"Belgium","quantile",0.975,108
"2020-04-13","27 day ahead inc death",2020-05-10,"Belgium","quantile",0.975,101
"2020-04-13","28 day ahead inc death",2020-05-11,"Belgium","quantile",0.975,93
