"forecast_date","target","target_end_date","location","type","quantile","value"
"2020-04-20","16 day ahead inc death",2020-05-06,"Belgium","quantile",0.975,248
"2020-04-20","17 day ahead inc death",2020-05-07,"Belgium","quantile",0.975,241
"2020-04-20","18 day ahead inc death",2020-05-08,"Belgium","quantile",0.975,236
"2020-04-20","19 day ahead inc death",2020-05-09,"Belgium","quantile",0.975,232
"2020-04-20","20 day ahead inc death",2020-05-10,"Belgium","quantile",0.975,227
"2020-04-20","21 day ahead inc death",2020-05-11,"Belgium","quantile",0.975,222
"2020-04-20","22 day ahead inc death",2020-05-12,"Belgium","quantile",0.975,218
"2020-04-20","23 day ahead inc death",2020-05-13,"Belgium","quantile",0.975,213
"2020-04-20","24 day ahead inc death",2020-05-14,"Belgium","quantile",0.975,209
"2020-04-20","25 day ahead inc death",2020-05-15,"Belgium","quantile",0.975,204
"2020-04-20","26 day ahead inc death",2020-05-16,"Belgium","quantile",0.975,200
"2020-04-20","27 day ahead inc death",2020-05-17,"Belgium","quantile",0.975,195
"2020-04-20","28 day ahead inc death",2020-05-18,"Belgium","quantile",0.975,191
